,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
2217,99193,97322,Albany,OR,Albany,Linn,2218,99700.0,100200.0,100600.0,101000.0,101300.0,101700.0,102200.0,102800.0,103500.0,104300.0,105200.0,105900.0,106400.0,106800.0,107100.0,107100.0,107000.0,106800.0,106400.0,105800.0,105200.0,104600.0,103900.0,103000.0,102000.0,101200.0,100500.0,100000.0,99800.0,99800.0,100100.0,100600.0,101400.0,102500.0,103600.0,104700.0,105800.0,106800.0,107700.0,108600.0,109500.0,110500.0,111500.0,112400.0,113300.0,114200.0,115100.0,115800.0,116300.0,116700.0,117100.0,117500.0,118000.0,118400.0,119000.0,119600.0,120100.0,120700.0,121200.0,121500.0,121400.0,121100.0,120600.0,120200.0,119700.0,119400.0,119100.0,118900.0,118800.0,119000.0,119300.0,119500.0,119600.0,119700.0,119900.0,120200.0,120700.0,121200.0,121800.0,122700.0,123500.0,123100.0,122000.0,121600.0,121900.0,123000.0,124700.0,126800.0,128900.0,130600.0,131800.0,132200.0,132200.0,132300.0,132700.0,133600.0,134700.0,135900.0,136800.0,137500.0,138000.0,138400.0,139000.0,139800.0,140800.0,142200.0,143800.0,145400.0,147000.0,148500.0,149900.0,151000.0,152000.0,153100.0,154200.0,155400.0,156900.0,158700.0,160600.0,162600.0,164500.0,166200.0,167400.0,168300.0,169000.0,169800.0,170600.0,171700.0,172800.0,174000.0,174900.0,175700.0,176400.0,177000.0,177300.0,177300.0,177300.0,177400.0,177600.0,177900.0,178200.0,178200.0,177800.0,177200.0,176500.0,175700.0,174500.0,173100.0,171900.0,171000.0,170300.0,169700.0,169200.0,168700.0,168200.0,167700.0,167300.0,166700.0,165900.0,165100.0,164500.0,164100.0,163500.0,162900.0,162400.0,162200.0,162600.0,161700.0,159400.0,157800.0,157500.0,157200.0,156900.0,156500.0,155600.0,152900.0,149700.0,148100.0,147100.0,146600.0,146000.0,144500.0,143200.0,143700.0,144300.0,144700.0,144600.0,144600.0,145100.0,145400.0,144700.0,143500.0,143300.0,143500.0,143400.0,143300.0,143000.0,142100.0,142000.0,142600.0,143600.0,145100.0,146700.0,147600.0,148200.0,148900.0,149500.0,149900.0,150900.0,151900.0,153000.0,155500.0,157200.0,155400.0,153400.0,154200.0,155700.0,157000.0,158800.0,159100,157700,157000,157100,157600,158500,159600,160400,161200,162400,164800,166800,168600,170300,171700,173300,175300,177300,179100,180300,180800,182100,183700,184700,186400,188600,190600,192600,194900,196700,199300,202900,205800,207500,209600,213300,217300,221200,224800,227100,227300,227200,228100,230800,235400,239200
2221,99318,97478,Springfield,OR,Eugene,Lane,2222,106800.0,106400.0,105900.0,105400.0,104900.0,104600.0,104400.0,104400.0,104600.0,105200.0,106100.0,107000.0,108000.0,109000.0,109900.0,110600.0,111200.0,111500.0,111600.0,111500.0,111200.0,110900.0,110800.0,110700.0,110500.0,110500.0,110600.0,110900.0,111300.0,111800.0,112400.0,113000.0,113600.0,114200.0,114900.0,115300.0,115600.0,115800.0,115800.0,115700.0,115600.0,115700.0,115900.0,116200.0,116800.0,117600.0,118600.0,119600.0,120500.0,121100.0,121500.0,121700.0,121800.0,121800.0,122000.0,122200.0,122500.0,123000.0,123700.0,124300.0,124700.0,124800.0,124800.0,124600.0,124300.0,124200.0,124100.0,123900.0,123900.0,124300.0,124800.0,125300.0,125600.0,125800.0,126000.0,126400.0,126900.0,127700.0,128600.0,130400.0,132300.0,133200.0,133000.0,133100.0,133600.0,134500.0,135800.0,137200.0,138500.0,139700.0,140900.0,141900.0,142800.0,143800.0,144800.0,145700.0,146600.0,147800.0,149200.0,150900.0,152900.0,154800.0,156600.0,157800.0,158700.0,159600.0,160600.0,162100.0,164300.0,166800.0,169700.0,172700.0,175800.0,179000.0,182400.0,185800.0,189300.0,192800.0,195900.0,198800.0,201500.0,203800.0,205900.0,207800.0,209600.0,210900.0,211700.0,211800.0,211500.0,211100.0,210700.0,210800.0,211500.0,212000.0,212200.0,212600.0,213000.0,213300.0,213500.0,213500.0,213600.0,213800.0,213600.0,213600.0,213800.0,213000.0,211200.0,209100.0,206600.0,204100.0,202100.0,200400.0,199300.0,198400.0,197100.0,195800.0,194600.0,192400.0,189700.0,188100.0,187200.0,186400.0,185900.0,186100.0,185700.0,185700.0,187300.0,186700.0,183200.0,181500.0,181700.0,180400.0,178300.0,176500.0,175000.0,172500.0,169500.0,166600.0,163900.0,162800.0,162800.0,162800.0,163000.0,163200.0,163200.0,162300.0,160900.0,160100.0,160400.0,160500.0,160500.0,159700.0,158700.0,157600.0,156900.0,156400.0,155800.0,155700.0,156300.0,157100.0,157900.0,158500.0,159000.0,159200.0,159800.0,161500.0,163000.0,164500.0,166600.0,169600.0,172000.0,173200.0,174000.0,175600.0,177600.0,179800.0,182300.0,184400.0,185800.0,187100,187800,188300,188700,189100,189700,190800,191400,192000,193400,194600,195600,197000,198400,199300,200300,201700,202800,203000,203500,205600,208600,210800,212400,214600,217100,219200,221200,223700,226800,229800,232400,234700,237100,239100,240800,241900,243000,244100,245600,246900,248500,250000,251200,252500,253400
2270,99254,97404,Eugene,OR,Eugene,Lane,2271,111800.0,112100.0,112500.0,112700.0,113000.0,113400.0,113700.0,114100.0,114800.0,115700.0,116500.0,117300.0,118100.0,118900.0,119500.0,120000.0,120200.0,120200.0,120200.0,120000.0,119900.0,119800.0,119700.0,119500.0,119400.0,119400.0,119400.0,119600.0,119900.0,120300.0,120900.0,121500.0,122200.0,123000.0,123800.0,124400.0,124800.0,125200.0,125600.0,125900.0,126300.0,126800.0,127400.0,128000.0,128700.0,129500.0,130200.0,130800.0,131200.0,131300.0,131200.0,131100.0,131100.0,131100.0,131100.0,131400.0,131900.0,132700.0,133500.0,134200.0,134800.0,135200.0,135400.0,135500.0,135500.0,135400.0,135400.0,135600.0,135900.0,136600.0,137400.0,138300.0,139100.0,139700.0,140300.0,140700.0,141100.0,141300.0,141600.0,142200.0,142800.0,142600.0,142200.0,142100.0,142300.0,142800.0,143900.0,145400.0,147200.0,149100.0,150900.0,152400.0,153700.0,154800.0,155800.0,156800.0,158000.0,159500.0,161200.0,163100.0,165100.0,167200.0,169400.0,171500.0,173600.0,175600.0,177400.0,179300.0,181500.0,184000.0,186700.0,189600.0,192600.0,195600.0,198800.0,201900.0,205000.0,208100.0,211100.0,214200.0,217500.0,220500.0,223200.0,225700.0,227800.0,229400.0,230600.0,231500.0,232400.0,233200.0,233700.0,234400.0,235200.0,235300.0,234800.0,233900.0,232800.0,231500.0,230200.0,229000.0,227900.0,226900.0,225800.0,225500.0,226000.0,225900.0,225000.0,223500.0,221100.0,218500.0,216500.0,215000.0,213800.0,212700.0,211000.0,209500.0,208100.0,205700.0,203400.0,202400.0,202100.0,202000.0,202100.0,202800.0,202400.0,202000.0,203400.0,202200.0,197200.0,193800.0,192500.0,190500.0,188800.0,187600.0,185700.0,183200.0,180500.0,177600.0,174800.0,173800.0,173300.0,172400.0,171800.0,171600.0,171200.0,170500.0,169700.0,169000.0,168900.0,169800.0,170100.0,168000.0,166300.0,166200.0,166500.0,166700.0,167200.0,167900.0,168500.0,169400.0,170100.0,170600.0,171400.0,173800.0,176800.0,179200.0,180200.0,180700.0,181100.0,181500.0,181700.0,181800.0,182400.0,183700.0,185700.0,188100.0,191500.0,195400.0,198100.0,199800,201600,203800,206000,207000,207800,208800,209100,208800,209300,209500,210000,211200,212100,212400,213400,215200,216600,217200,217600,219200,221300,223200,225800,229000,231400,233100,234700,237100,240200,242900,245000,246800,248600,250300,251500,252500,253600,255200,257200,259000,260800,262200,263800,266400,268400
2406,99127,97213,Portland,OR,Portland,Multnomah,2407,121700.0,122900.0,124200.0,125500.0,126700.0,127900.0,129100.0,130400.0,131700.0,133100.0,134200.0,135100.0,135800.0,136500.0,137100.0,137700.0,138200.0,138700.0,139200.0,139700.0,140500.0,141400.0,142100.0,142800.0,143500.0,144100.0,144600.0,145200.0,145700.0,146300.0,146900.0,147500.0,148200.0,148900.0,149600.0,150100.0,150600.0,151100.0,151600.0,152200.0,152800.0,153500.0,154300.0,155100.0,156000.0,156900.0,157600.0,158100.0,158400.0,158600.0,158700.0,158700.0,158700.0,158800.0,159000.0,159500.0,160300.0,161200.0,162100.0,163100.0,164200.0,165200.0,166300.0,167500.0,168600.0,169800.0,171200.0,172600.0,174100.0,175500.0,176800.0,178000.0,179100.0,180000.0,180900.0,181700.0,182600.0,183400.0,184400.0,185500.0,186700.0,188300.0,190100.0,192000.0,193900.0,195700.0,197500.0,199100.0,200400.0,201700.0,202900.0,204000.0,205000.0,205800.0,206400.0,206900.0,207500.0,208300.0,209600.0,211800.0,214600.0,217900.0,221300.0,224900.0,228400.0,231700.0,235000.0,238300.0,242100.0,246200.0,250500.0,254700.0,258800.0,262500.0,265900.0,269000.0,272100.0,275200.0,278300.0,281300.0,284300.0,287400.0,290500.0,293500.0,296300.0,298700.0,300400.0,301300.0,301900.0,302700.0,303700.0,304900.0,306400.0,307800.0,308500.0,308700.0,308700.0,308800.0,309100.0,309400.0,309700.0,310200.0,310300.0,309800.0,309000.0,308100.0,306900.0,305100.0,302800.0,300800.0,299500.0,298300.0,297200.0,296300.0,294900.0,292400.0,289100.0,285700.0,282300.0,279200.0,277000.0,276000.0,275800.0,276300.0,276200.0,275200.0,275400.0,276900.0,278000.0,278300.0,278400.0,277700.0,276300.0,273900.0,271300.0,269100.0,267100.0,264600.0,261300.0,258300.0,256200.0,254300.0,253600.0,255000.0,257000.0,258600.0,259200.0,259500.0,260800.0,262900.0,265300.0,268200.0,270500.0,273100.0,276700.0,280500.0,283400.0,285800.0,287900.0,289800.0,292200.0,295200.0,298300.0,301700.0,306200.0,311200.0,314400.0,316200.0,318500.0,321100.0,322600.0,323800.0,324100.0,324400.0,325400.0,326900.0,328500.0,329800.0,331400.0,333400,335300,337400,340400,342100,342800,345300,348900,351900,355000,359500,364400,369900,376600,384200,391800,399700,407700,413200,417500,423100,430400,437600,443600,446300,447800,450300,453200,457300,462800,467800,470400,470900,470500,470300,469300,467800,466600,464800,463300,462800,463200,464000,465500,466300,465400
2419,99146,97233,Portland,OR,Portland,Multnomah,2420,110800.0,111500.0,112300.0,113000.0,113700.0,114500.0,115300.0,116100.0,116900.0,117800.0,118600.0,119200.0,119700.0,120200.0,120600.0,120900.0,121200.0,121500.0,121800.0,122100.0,122500.0,123000.0,123400.0,123800.0,124200.0,124500.0,125000.0,125400.0,125800.0,126300.0,126700.0,127200.0,127700.0,128300.0,128700.0,129100.0,129500.0,129800.0,130100.0,130400.0,130700.0,131100.0,131500.0,131800.0,132200.0,132600.0,133000.0,133200.0,133400.0,133500.0,133700.0,133800.0,134000.0,134100.0,134400.0,134700.0,135200.0,135700.0,136200.0,136600.0,137000.0,137400.0,137700.0,138100.0,138500.0,138900.0,139400.0,140000.0,140600.0,141200.0,141700.0,142200.0,142700.0,143100.0,143400.0,143800.0,144200.0,144600.0,145100.0,145600.0,146100.0,146700.0,147300.0,147800.0,148200.0,148500.0,148800.0,149100.0,149400.0,149900.0,150300.0,150800.0,151300.0,151900.0,152500.0,153000.0,153700.0,154500.0,155400.0,156400.0,157500.0,158700.0,160000.0,161500.0,163000.0,164600.0,166300.0,168200.0,170300.0,172700.0,175100.0,177700.0,180400.0,183000.0,185500.0,187600.0,189400.0,191000.0,192500.0,194400.0,196600.0,199100.0,201700.0,204100.0,206300.0,208300.0,210200.0,211800.0,213400.0,215000.0,216400.0,217600.0,218800.0,219700.0,220200.0,220300.0,220000.0,219700.0,219200.0,218500.0,217500.0,216700.0,215600.0,214400.0,212900.0,211300.0,209400.0,207100.0,204600.0,202600.0,201000.0,199500.0,197900.0,196400.0,194600.0,192200.0,189400.0,186700.0,183900.0,181300.0,179000.0,177400.0,176400.0,175800.0,175500.0,175800.0,176100.0,175100.0,173300.0,172000.0,170900.0,169600.0,168300.0,165800.0,163000.0,160900.0,158900.0,155900.0,153000.0,150800.0,148900.0,146800.0,145700.0,145800.0,146100.0,146300.0,146100.0,145400.0,144700.0,144100.0,144000.0,144800.0,145400.0,145600.0,145600.0,145300.0,145200.0,145100.0,144900.0,144500.0,144700.0,145600.0,147100.0,149500.0,152700.0,155800.0,158200.0,160600.0,163200.0,166100.0,169000.0,172000.0,173800.0,174900.0,176200.0,178000.0,179700.0,181400.0,183000.0,184700,186100,187400,189000,190200,190900,192400,194100,195400,197100,199800,202400,205200,208100,211100,214200,217500,220900,223900,226000,228000,231000,235400,240200,243600,245700,247800,250300,253300,257100,260900,263300,265000,266900,269400,271300,272800,274500,276000,277100,278600,280900,283600,286300,288400,288800
2520,99125,97211,Portland,OR,Portland,Multnomah,2521,88000.0,88700.0,89400.0,90200.0,91000.0,91900.0,93000.0,94100.0,95400.0,96800.0,98300.0,99800.0,101300.0,102800.0,104200.0,105700.0,107100.0,108400.0,109700.0,111100.0,112400.0,113700.0,114900.0,115900.0,116900.0,117700.0,118500.0,119200.0,119900.0,120700.0,121500.0,122400.0,123400.0,124400.0,125400.0,126400.0,127300.0,128100.0,129000.0,129800.0,130700.0,131400.0,132200.0,132900.0,133700.0,134600.0,135300.0,136000.0,136600.0,137100.0,137600.0,138000.0,138400.0,138800.0,139200.0,139700.0,140400.0,141000.0,141800.0,142500.0,143300.0,144100.0,145000.0,145900.0,146800.0,147900.0,149000.0,150300.0,151600.0,152900.0,154300.0,155700.0,156900.0,158100.0,159300.0,160400.0,161600.0,162800.0,164200.0,165700.0,167400.0,169100.0,170700.0,172300.0,173800.0,175100.0,176300.0,177500.0,178800.0,180200.0,181600.0,183100.0,184400.0,185700.0,186900.0,188200.0,189600.0,191200.0,193200.0,195500.0,198000.0,200600.0,203200.0,205700.0,208500.0,211500.0,214600.0,218100.0,222000.0,226100.0,230500.0,234700.0,238800.0,242700.0,246400.0,250000.0,253300.0,256400.0,259100.0,261600.0,264200.0,266700.0,269200.0,271500.0,273500.0,275100.0,276400.0,277600.0,279100.0,280900.0,282900.0,285100.0,287800.0,290600.0,292900.0,294700.0,296000.0,297000.0,297700.0,298100.0,298400.0,298600.0,298000.0,297100.0,295900.0,294400.0,292400.0,290200.0,287900.0,286100.0,285000.0,284100.0,283500.0,283100.0,282000.0,280100.0,277900.0,275400.0,273100.0,271800.0,271600.0,272000.0,272900.0,273900.0,272800.0,272400.0,274000.0,274900.0,273200.0,272400.0,271500.0,269300.0,266200.0,262800.0,259600.0,257700.0,257900.0,257400.0,254900.0,251700.0,249800.0,248500.0,248300.0,249900.0,252500.0,254700.0,255400.0,254900.0,254600.0,254200.0,255200.0,258400.0,261300.0,262800.0,264900.0,267200.0,269700.0,272800.0,276200.0,278700.0,280600.0,282600.0,285300.0,289100.0,295200.0,301400.0,306200.0,309900.0,313400.0,317000.0,320800.0,324300.0,326500.0,328400.0,331100.0,334500.0,337400.0,339600.0,342000.0,345100,347000,347500,348500,349900,351200,353700,356700,358900,361400,365800,370300,375200,381900,389600,396200,402600,409000,413900,417100,420700,427400,436300,444600,449000,450400,451600,453800,457100,461400,464700,465500,464600,463100,462100,460700,459000,458200,457500,456400,456100,458800,463200,468000,472300,474300
2557,99128,97214,Portland,OR,Portland,Multnomah,2558,136700.0,137700.0,138800.0,139900.0,141000.0,142200.0,143400.0,144700.0,146200.0,147800.0,149200.0,150500.0,151700.0,152900.0,154000.0,155000.0,155900.0,156700.0,157600.0,158300.0,159200.0,160100.0,160900.0,161500.0,162100.0,162700.0,163300.0,164000.0,164700.0,165500.0,166500.0,167500.0,168700.0,170100.0,171400.0,172500.0,173700.0,174800.0,175900.0,176900.0,177900.0,178900.0,179800.0,180800.0,181900.0,182900.0,183800.0,184600.0,185300.0,186000.0,186700.0,187500.0,188400.0,189400.0,190700.0,192100.0,193800.0,195600.0,197500.0,199400.0,201500.0,203500.0,205500.0,207700.0,209800.0,212000.0,214200.0,216500.0,218900.0,221100.0,223200.0,225200.0,227100.0,228900.0,230800.0,232700.0,234800.0,236900.0,239300.0,241800.0,244600.0,247500.0,250600.0,253400.0,256000.0,258100.0,260000.0,261700.0,263300.0,264900.0,266500.0,268100.0,269800.0,271500.0,273300.0,274800.0,276200.0,277600.0,279000.0,280400.0,281900.0,283600.0,285500.0,287700.0,290200.0,293200.0,296600.0,300800.0,306000.0,312200.0,319100.0,326500.0,333800.0,340900.0,347200.0,352600.0,356800.0,360400.0,363600.0,366700.0,369900.0,373000.0,375800.0,378400.0,380600.0,382600.0,384500.0,386500.0,388400.0,390700.0,392400.0,393000.0,393000.0,393000.0,392700.0,392400.0,392300.0,392300.0,392500.0,392500.0,392000.0,392100.0,392300.0,391900.0,391200.0,391200.0,391000.0,389500.0,386900.0,384400.0,382900.0,381700.0,380500.0,380100.0,379400.0,376800.0,373100.0,369800.0,366600.0,364100.0,362700.0,362000.0,361800.0,361800.0,362300.0,361600.0,361300.0,361800.0,362300.0,361400.0,360400.0,358600.0,356400.0,353000.0,349000.0,347300.0,347300.0,345900.0,342000.0,338700.0,337000.0,335800.0,336300.0,340200.0,345400.0,350000.0,352400.0,351400.0,350000.0,349800.0,352400.0,358200.0,363800.0,367700.0,370800.0,372300.0,373300.0,375100.0,377400.0,380600.0,384700.0,388300.0,391100.0,394100.0,398400.0,402600.0,405200.0,406800.0,408700.0,410400.0,412700.0,415000.0,414300.0,414000.0,416900.0,421200.0,424300.0,427400.0,431700.0,435700,437400,439100,442500,445600,446900,449500,453000,454800,456200,459400,463600,469900,479400,491400,503800,514400,524200,532700,538500,543800,551700,561800,570600,575700,578000,579900,581400,584600,588300,592300,594600,594600,594800,596300,594800,592100,591500,590000,587100,586200,589400,593800,597200,598000,596300
2612,99147,97236,Portland,OR,Portland,Multnomah,2613,122800.0,123300.0,123900.0,124300.0,124800.0,125200.0,125700.0,126200.0,126900.0,127600.0,128400.0,129100.0,129800.0,130500.0,131300.0,132000.0,132700.0,133400.0,134100.0,134700.0,135400.0,136100.0,136700.0,137100.0,137600.0,137900.0,138200.0,138500.0,138900.0,139200.0,139500.0,139900.0,140300.0,140700.0,141100.0,141300.0,141600.0,141900.0,142200.0,142500.0,142800.0,143200.0,143600.0,144000.0,144400.0,144900.0,145300.0,145700.0,146000.0,146300.0,146500.0,146600.0,146800.0,147100.0,147400.0,147800.0,148200.0,148700.0,149200.0,149600.0,150000.0,150300.0,150500.0,150800.0,151100.0,151300.0,151600.0,152000.0,152500.0,153000.0,153500.0,154000.0,154400.0,154800.0,155100.0,155500.0,155800.0,156200.0,156800.0,157500.0,158200.0,159000.0,159800.0,160600.0,161300.0,161800.0,162200.0,162800.0,163300.0,163900.0,164600.0,165400.0,166100.0,166800.0,167300.0,167700.0,168200.0,169000.0,169900.0,171100.0,172500.0,174000.0,175600.0,177200.0,178900.0,180600.0,182400.0,184400.0,186700.0,189200.0,192000.0,195000.0,198200.0,201600.0,204700.0,207700.0,210400.0,213100.0,215600.0,218500.0,221700.0,225000.0,228100.0,230700.0,232800.0,234400.0,235500.0,236300.0,236900.0,237500.0,238100.0,238700.0,239400.0,240000.0,240400.0,240400.0,240000.0,239500.0,238600.0,237600.0,236500.0,235500.0,234300.0,233000.0,231600.0,230100.0,228100.0,225600.0,222700.0,220100.0,217900.0,215700.0,213700.0,211800.0,209600.0,206800.0,203800.0,200700.0,197700.0,195300.0,193600.0,192300.0,191300.0,190600.0,190200.0,190400.0,190600.0,190000.0,188300.0,186400.0,184800.0,183000.0,180900.0,178300.0,176300.0,175000.0,173900.0,171900.0,169300.0,166400.0,164100.0,161800.0,160000.0,159400.0,159400.0,159100.0,158200.0,157000.0,155700.0,154900.0,154900.0,156100.0,157100.0,157700.0,158800.0,159800.0,160500.0,161500.0,162500.0,163300.0,164300.0,165500.0,166800.0,168900.0,171700.0,175100.0,178200.0,180900.0,183400.0,185500.0,187600.0,189700.0,190400.0,190600.0,191500.0,193000.0,194600.0,195900.0,197100.0,198400,200200,202500,205100,206900,208300,210500,212900,214300,215900,218900,221800,223900,226100,228500,230900,233500,236300,238600,240400,242900,247000,251900,256500,259900,262400,265000,267800,271100,275400,279600,282400,284700,287300,289900,291900,293600,295700,297100,297700,298900,301500,304200,307000,309900,311300
2803,753843,97703,Bend,OR,Bend,Deschutes,2804,185900.0,185800.0,185600.0,185400.0,185400.0,185800.0,186800.0,188700.0,191500.0,195200.0,199500.0,204100.0,208700.0,212700.0,215800.0,217700.0,218400.0,217900.0,216500.0,214600.0,212500.0,210600.0,209200.0,208400.0,208000.0,208300.0,209100.0,210100.0,211200.0,212500.0,213900.0,215500.0,217200.0,219000.0,220600.0,222000.0,222900.0,223500.0,223800.0,223700.0,223400.0,223000.0,222800.0,223000.0,223700.0,225200.0,227000.0,229000.0,230800.0,232500.0,234000.0,235400.0,236700.0,238100.0,239700.0,241600.0,244000.0,246700.0,249800.0,252800.0,255600.0,258000.0,260000.0,261600.0,263100.0,264400.0,265900.0,267800.0,270200.0,273100.0,276100.0,278900.0,281100.0,282700.0,283500.0,283500.0,283000.0,282200.0,281400.0,281100.0,281600.0,283000.0,284500.0,285400.0,285400.0,284700.0,283600.0,282200.0,280800.0,279200.0,277300.0,274400.0,269900.0,264100.0,258100.0,253200.0,250600.0,250600.0,252900.0,257300.0,263300.0,270300.0,277500.0,284400.0,290500.0,295800.0,301000.0,307500.0,316200.0,326400.0,337600.0,349900.0,363200.0,377700.0,393100.0,409200.0,425500.0,441500.0,456000.0,468700.0,479100.0,487300.0,494100.0,500000.0,504400.0,507300.0,508700.0,508900.0,508200.0,507100.0,504800.0,501200.0,496900.0,492600.0,487500.0,481600.0,475100.0,468400.0,461600.0,455000.0,449200.0,445200.0,442300.0,439800.0,436800.0,432400.0,425500.0,416700.0,406900.0,397200.0,387600.0,377800.0,368200.0,360200.0,352800.0,345500.0,338000.0,330300.0,322600.0,316800.0,313000.0,310800.0,309700.0,309300.0,309700.0,308600.0,308800.0,308200.0,305400.0,302000.0,301900.0,302000.0,302700.0,303100.0,303000.0,302400.0,302100.0,302700.0,302000.0,300500.0,300100.0,300400.0,300000.0,300500.0,300600.0,298900.0,297700.0,299400.0,301900.0,304100.0,306400.0,309300.0,311400.0,312900.0,314500.0,316300.0,317500.0,319900.0,323500.0,326600.0,329000.0,331500.0,334400.0,338500.0,344500.0,351800.0,359100.0,365600.0,370700.0,375200.0,379200.0,383500.0,387400.0,389900.0,391900.0,395600.0,401800.0,410000.0,417200.0,421400,424700,429800,435400,439000,440400,442600,447300,453200,458700,464100,468900,472900,477600,481900,484300,485700,487300,489300,491300,493400,495800,498000,501300,506800,512300,515900,518500,521900,528100,536600,543600,547400,549900,552600,553800,556200,561900,567700,570100,571000,571500,572100,573500,577400,581000
2836,99269,97420,Coos Bay,OR,Coos Bay,Coos,2837,91000.0,91200.0,91400.0,91600.0,91800.0,92000.0,92300.0,92600.0,93000.0,93500.0,94100.0,94700.0,95100.0,95500.0,95800.0,95900.0,95800.0,95600.0,95300.0,94900.0,94500.0,94000.0,93600.0,93000.0,92500.0,91900.0,91400.0,90900.0,90400.0,89900.0,89600.0,89200.0,89000.0,88800.0,88700.0,88600.0,88500.0,88300.0,88300.0,88300.0,88300.0,88400.0,88500.0,88700.0,89100.0,89500.0,89900.0,90200.0,90400.0,90500.0,90500.0,90500.0,90400.0,90300.0,90200.0,90200.0,90200.0,90400.0,90800.0,91200.0,91700.0,92100.0,92500.0,93000.0,93600.0,94200.0,94900.0,95600.0,96500.0,97500.0,98500.0,99500.0,100300.0,101100.0,101800.0,102400.0,102900.0,103300.0,103700.0,104300.0,104800.0,104900.0,104500.0,104200.0,104000.0,104200.0,104700.0,105600.0,106700.0,108100.0,109600.0,111000.0,112400.0,113700.0,115000.0,116500.0,118400.0,120900.0,123600.0,126300.0,128800.0,131300.0,133800.0,136300.0,139100.0,142100.0,145300.0,148800.0,152400.0,155900.0,159300.0,162500.0,165500.0,168500.0,171200.0,173800.0,176100.0,178300.0,180400.0,182400.0,184000.0,185200.0,185800.0,186200.0,186400.0,186500.0,186400.0,186200.0,186000.0,185800.0,185500.0,185400.0,185100.0,184600.0,184100.0,183600.0,183200.0,183000.0,182700.0,182300.0,181900.0,181200.0,180200.0,178900.0,177400.0,175500.0,173400.0,171300.0,169400.0,167500.0,165700.0,163900.0,162400.0,160900.0,159300.0,157800.0,156300.0,154600.0,152600.0,151000.0,149900.0,149000.0,148200.0,147700.0,147500.0,147500.0,147600.0,147200.0,146400.0,145800.0,145600.0,145200.0,144300.0,143000.0,141500.0,139900.0,137800.0,135600.0,133800.0,132300.0,131400.0,131100.0,130900.0,130500.0,130400.0,130700.0,130900.0,130300.0,129600.0,129000.0,128600.0,128500.0,128900.0,129600.0,130400.0,131000.0,131700.0,132500.0,133000.0,133400.0,133500.0,133600.0,134100.0,135200.0,136400.0,137600.0,138900.0,139000.0,137400.0,136000.0,136600.0,138100.0,139700.0,141700.0,143500.0,143500.0,142000.0,141100.0,141300.0,142900,144600,145300,145000,145500,147100,148000,148300,149400,151000,151400,151200,152100,154000,155600,156800,157800,158700,160000,161100,161600,162300,163000,163000,162900,163300,164100,164700,165500,166600,167400,167900,169000,170500,171700,172400,173100,174000,174900,175700,176300,177000,177700,178400,180000,181800
