,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
8538,99215,97351,Independence,OR,Salem,Polk,8539,85300.0,85900.0,86500.0,87100.0,87700.0,88300.0,89000.0,89700.0,90500.0,91400.0,92300.0,93200.0,94000.0,94800.0,95600.0,96400.0,97200.0,98000.0,98800.0,99700.0,100600.0,101600.0,102600.0,103300.0,103900.0,104500.0,104900.0,105300.0,105600.0,105900.0,106200.0,106400.0,106800.0,107300.0,107700.0,108000.0,108300.0,108500.0,108600.0,108700.0,108900.0,109000.0,109300.0,109500.0,109900.0,110400.0,111000.0,111500.0,111900.0,112300.0,112600.0,113000.0,113300.0,113700.0,114200.0,114800.0,115400.0,116300.0,117100.0,118000.0,118700.0,119200.0,119800.0,120300.0,120800.0,121300.0,121800.0,122500.0,123300.0,124200.0,125200.0,126100.0,126900.0,127500.0,128000.0,128400.0,128900.0,129400.0,129900.0,130800.0,131800.0,132300.0,132300.0,132400.0,132600.0,132800.0,133000.0,133300.0,133500.0,133500.0,133100.0,132500.0,131500.0,130600.0,130000.0,129900.0,130300.0,131200.0,132400.0,133700.0,135200.0,136700.0,138300.0,139800.0,141200.0,142400.0,143300.0,144200.0,145300.0,146700.0,148300.0,150000.0,151700.0,153300.0,155000.0,156700.0,158600.0,160700.0,162800.0,164900.0,167000.0,169100.0,171000.0,172800.0,174500.0,176300.0,178000.0,179500.0,180800.0,181900.0,182500.0,182900.0,183100.0,183000.0,182800.0,182300.0,181600.0,180900.0,180300.0,179700.0,179300.0,179300.0,179100.0,178800.0,178700.0,178300.0,177700.0,176800.0,175500.0,174200.0,173200.0,172000.0,171100.0,170400.0,169500.0,168400.0,167300.0,166300.0,165400.0,165000.0,164900.0,164600.0,164500.0,164400.0,163900.0,163800.0,164500.0,163600.0,161400.0,160200.0,159500.0,157900.0,155900.0,154100.0,151900.0,150300.0,149300.0,148400.0,147800.0,147900.0,147700.0,146500.0,144800.0,143800.0,143500.0,142900.0,142400.0,142300.0,141900.0,141200.0,140600.0,140500.0,141000.0,141600.0,141900.0,141700.0,142100.0,143100.0,144000.0,145000.0,146500.0,146200.0,144800.0,144300.0,145400.0,146900.0,148800.0,150300.0,150900.0,151500.0,152000.0,151200.0,149900.0,150000.0,151100.0,152100.0,151900.0,150900.0,150800.0,152600,154900,156300,157100,157900,158700,159700,161100,162600,164200,166200,167900,169300,170800,172300,173700,174800,175700,177300,179600,182000,184900,187900,189700,191100,192200,193700,197000,200800,203800,206200,207800,208600,209700,211200,213100,215100,217200,219000,220700,222800,226100,229400,231700,233000,233800
8558,99357,97537,Rogue River,OR,Medford,Jackson,8559,121200.0,121500.0,121600.0,121700.0,121800.0,121800.0,121900.0,121800.0,122000.0,122400.0,122900.0,123300.0,123600.0,123800.0,124000.0,124100.0,124300.0,124400.0,124600.0,124800.0,125100.0,125700.0,126600.0,127200.0,127900.0,128400.0,128800.0,129200.0,129500.0,129800.0,130100.0,130200.0,130400.0,131000.0,131600.0,132100.0,132400.0,132600.0,132700.0,132600.0,132600.0,132500.0,132500.0,132500.0,132500.0,132900.0,133500.0,134000.0,134400.0,134700.0,134900.0,135100.0,135300.0,135500.0,135800.0,136100.0,136500.0,137400.0,138600.0,139700.0,140800.0,141600.0,142400.0,143100.0,143800.0,144500.0,145400.0,146100.0,146900.0,148300.0,150000.0,151600.0,153100.0,154300.0,155400.0,156300.0,157100.0,158000.0,158800.0,161100.0,163400.0,162900.0,160100.0,157900.0,156800.0,156900.0,158000.0,159800.0,162100.0,164900.0,168000.0,171000.0,174000.0,177300.0,180900.0,184300.0,187900.0,191600.0,195600.0,199700.0,203800.0,207900.0,212200.0,216600.0,221900.0,228300.0,235600.0,243000.0,250600.0,257900.0,265000.0,272200.0,279400.0,286400.0,292800.0,297700.0,301400.0,304600.0,307500.0,310200.0,312600.0,314400.0,315600.0,316200.0,315900.0,314700.0,312400.0,308800.0,304700.0,300700.0,296900.0,292900.0,288700.0,284600.0,280600.0,275900.0,270500.0,265300.0,260800.0,256900.0,253500.0,250500.0,247500.0,244700.0,242200.0,240000.0,237700.0,235200.0,232700.0,230600.0,228700.0,227100.0,225600.0,224200.0,222600.0,220900.0,219500.0,218200.0,216500.0,213500.0,209600.0,205500.0,201800.0,199200.0,197600.0,196900.0,196800.0,197100.0,197000.0,195500.0,192300.0,189400.0,187700.0,186300.0,185400.0,184700.0,182900.0,180200.0,178100.0,175400.0,172200.0,168300.0,166300.0,167900.0,170500.0,171200.0,170100.0,168400.0,166600.0,165900.0,165800.0,166000.0,167100.0,170000.0,172900.0,174000.0,175300.0,179100.0,183700.0,186700.0,188400.0,188400.0,187400.0,187300.0,189200.0,191700.0,193800.0,194200.0,194400.0,194700.0,196100.0,199700.0,204600.0,209600.0,214600.0,218300.0,217700.0,216300.0,216500.0,219100,220900,222200,222500,222700,223400,225000,226500,227700,228400,228700,229200,230300,231200,232700,234700,235500,236200,238200,240900,243900,248000,251000,252200,253100,254900,256300,256600,257600,261000,264100,265200,266400,270700,277100,283000,286600,287900,288500,290600,292700,293000,292800,293600,293300,292400
8669,99325,97487,Veneta,OR,Eugene,Lane,8670,114500.0,114700.0,114900.0,115000.0,115000.0,115100.0,115200.0,115300.0,115600.0,116100.0,116600.0,116900.0,117200.0,117300.0,117200.0,117000.0,116700.0,116400.0,116000.0,115600.0,115400.0,115300.0,115300.0,115200.0,114900.0,114600.0,114200.0,113700.0,113200.0,112800.0,112400.0,112200.0,112200.0,112400.0,112700.0,112900.0,113200.0,113300.0,113500.0,113600.0,113800.0,114000.0,114300.0,114800.0,115400.0,116300.0,117300.0,118300.0,119100.0,119900.0,120400.0,120900.0,121300.0,121600.0,122000.0,122400.0,123000.0,123900.0,124900.0,125800.0,126500.0,127000.0,127200.0,127400.0,127500.0,127500.0,127700.0,128000.0,128600.0,129500.0,130700.0,131800.0,132700.0,133300.0,133700.0,133800.0,133900.0,133900.0,134100.0,134900.0,136100.0,136600.0,136300.0,136300.0,136500.0,137100.0,137900.0,138700.0,139600.0,140400.0,141200.0,141800.0,142200.0,142500.0,142900.0,143300.0,144000.0,145100.0,146400.0,147900.0,149500.0,151100.0,152800.0,154400.0,155800.0,156900.0,157800.0,158500.0,159700.0,161400.0,164100.0,168100.0,173100.0,178500.0,183700.0,188100.0,191600.0,194300.0,196600.0,198800.0,200900.0,202800.0,204300.0,205500.0,206400.0,207000.0,207300.0,207300.0,207400.0,208000.0,209100.0,210800.0,212900.0,214600.0,215700.0,216600.0,217300.0,217800.0,218300.0,218700.0,219100.0,219600.0,220200.0,221100.0,221900.0,221700.0,220300.0,217900.0,214700.0,211400.0,208800.0,206700.0,204800.0,203200.0,201500.0,199700.0,197700.0,194600.0,191400.0,189700.0,189100.0,189000.0,189300.0,190100.0,191000.0,191800.0,193000.0,191100.0,186700.0,184700.0,185400.0,184500.0,182600.0,179700.0,175500.0,171300.0,167400.0,163500.0,160400.0,159300.0,159300.0,159200.0,159300.0,160000.0,160800.0,160700.0,160600.0,161000.0,162200.0,163300.0,163700.0,164100.0,164200.0,163100.0,161700.0,160600.0,159300.0,159700.0,161300.0,162300.0,163000.0,164400.0,164500.0,163700.0,164700.0,167600.0,169700.0,170800.0,171700.0,173000.0,173800.0,173900.0,173800.0,174500.0,176700.0,180100.0,182800.0,184700.0,185700.0,186500,187600,188700,189900,190500,191000,191600,191600,191600,192600,193200,193100,194000,195900,197900,199700,201700,202800,202800,203800,206300,208700,211300,215500,219600,222300,223900,225300,227800,230900,233900,236500,238300,239900,241300,242200,242700,243300,244000,245400,247000,248700,250000,251700,253300,253800
8743,99229,97370,Philomath,OR,Corvallis,Benton,8744,69300.0,69700.0,70000.0,70300.0,70600.0,70900.0,71200.0,71600.0,72100.0,72800.0,73500.0,74200.0,75100.0,76200.0,77300.0,78500.0,79700.0,81000.0,82500.0,84100.0,85900.0,87800.0,89800.0,91900.0,94200.0,96500.0,98800.0,101200.0,103500.0,105700.0,108000.0,110300.0,112800.0,115200.0,117400.0,119600.0,121800.0,123900.0,125800.0,127400.0,128700.0,129800.0,130700.0,131600.0,132500.0,133300.0,134000.0,134700.0,135400.0,136300.0,137100.0,137800.0,138500.0,139200.0,139900.0,140900.0,142100.0,143200.0,144300.0,145700.0,147200.0,148700.0,150000.0,151100.0,151800.0,152400.0,152900.0,153400.0,153800.0,154100.0,154300.0,154600.0,155100.0,155500.0,155800.0,155700.0,155400.0,154900.0,154700.0,153900.0,153300.0,153700.0,154400.0,153900.0,152400.0,150600.0,149500.0,149600.0,151000.0,153200.0,155600.0,157800.0,159500.0,160500.0,161200.0,162100.0,163200.0,164300.0,165200.0,165600.0,165700.0,166000.0,166700.0,168100.0,170200.0,172700.0,175400.0,178300.0,181500.0,184700.0,188100.0,191400.0,194100.0,195800.0,196800.0,197500.0,198100.0,198200.0,198100.0,198100.0,198400.0,199100.0,200200.0,201500.0,202600.0,203400.0,204000.0,204500.0,205300.0,206500.0,208300.0,211000.0,214400.0,217800.0,220800.0,223900.0,227300.0,230900.0,234500.0,237900.0,240400.0,241500.0,241300.0,240200.0,238400.0,235700.0,232300.0,229600.0,227900.0,226400.0,225000.0,224000.0,223300.0,222600.0,221600.0,220600.0,219800.0,218800.0,217500.0,216600.0,215600.0,214500.0,213800.0,213900.0,214400.0,214900.0,215300.0,213900.0,212500.0,211800.0,211400.0,210100.0,208900.0,207700.0,207200.0,205800.0,204400.0,203300.0,202500.0,202200.0,202000.0,202200.0,203200.0,203800.0,203400.0,202900.0,202000.0,200800.0,199100.0,198300.0,199100.0,200100.0,200700.0,201300.0,201700.0,202400.0,203700.0,204900.0,205000.0,204300.0,203400.0,203300.0,203500.0,203800.0,203600.0,204300.0,205500.0,205900.0,205200.0,206000.0,207800.0,209600.0,209800.0,207900.0,205700.0,205600.0,206900.0,208600.0,210100.0,211100,212100,213500,214600,217100,222000,227400,231900,235500,237600,238100,237900,237900,238500,239400,240900,242400,244000,245400,247300,249600,253100,255900,259200,263600,267500,267600,266200,264600,263800,264600,267200,269800,272000,273400,274300,275800,278300,281300,284400,287100,290100,292900,293000,291800,291500
8849,99416,97759,Sisters,OR,Bend,Deschutes,8850,139900.0,140700.0,141600.0,142300.0,143000.0,143600.0,144300.0,145100.0,146400.0,147900.0,149400.0,150700.0,152100.0,153300.0,154500.0,155500.0,156300.0,156900.0,157400.0,157900.0,158600.0,159600.0,160300.0,160700.0,161000.0,161200.0,161100.0,160900.0,160500.0,160000.0,159500.0,159100.0,159200.0,159600.0,160100.0,160600.0,161100.0,161600.0,162100.0,162700.0,163100.0,163600.0,164300.0,165300.0,166900.0,169000.0,171300.0,173700.0,176300.0,178900.0,181600.0,184200.0,186900.0,189500.0,192200.0,195200.0,198700.0,202600.0,206600.0,210600.0,214600.0,218300.0,221900.0,225000.0,227800.0,230200.0,232400.0,234900.0,237800.0,241200.0,244600.0,247900.0,251000.0,253700.0,256000.0,257800.0,259100.0,260000.0,261000.0,261900.0,262400.0,262600.0,262400.0,261400.0,259400.0,257100.0,254800.0,252800.0,251300.0,250200.0,248900.0,246200.0,241400.0,235200.0,229200.0,224800.0,222300.0,221500.0,222100.0,224100.0,227500.0,232300.0,238600.0,246100.0,254700.0,263600.0,272200.0,280500.0,288900.0,297100.0,305300.0,313600.0,321800.0,329500.0,336500.0,343000.0,349700.0,356600.0,363500.0,370400.0,377700.0,385800.0,395000.0,404600.0,413400.0,420600.0,426000.0,429300.0,430900.0,431400.0,430500.0,428200.0,425000.0,421200.0,416700.0,411800.0,406900.0,402800.0,399500.0,397000.0,395600.0,395800.0,396700.0,397000.0,395800.0,392900.0,388100.0,381600.0,373900.0,366300.0,359100.0,351800.0,344300.0,337200.0,330200.0,322800.0,314900.0,307100.0,299800.0,293600.0,288500.0,284200.0,280900.0,278400.0,276800.0,276400.0,276400.0,276300.0,275900.0,274400.0,271200.0,266400.0,261400.0,255600.0,250000.0,245400.0,241700.0,237300.0,234000.0,232300.0,230700.0,229100.0,228300.0,229100.0,231300.0,233300.0,234400.0,235500.0,236700.0,237500.0,237500.0,237200.0,237000.0,237100.0,239400.0,241900.0,243100.0,245400.0,249200.0,252200.0,253600.0,254200.0,255700.0,257900.0,263700.0,273700.0,283600.0,290100.0,294800.0,296900.0,297600.0,299300.0,302600.0,307200.0,309300.0,310600.0,311300.0,309800.0,306100.0,305100,306600,311100,315500,318400,319400,321000,324000,327800,330000,332100,334900,338200,340600,341700,342900,345500,347500,348600,349200,349200,349500,351200,354000,357300,361100,364600,367600,370300,374900,381200,386400,389000,390600,392700,396000,400400,405200,408500,409500,410100,410900,411100,414700,423000,429300
8879,99015,97009,Boring,OR,Portland,Clackamas,8880,170600.0,171200.0,171700.0,172100.0,172600.0,173000.0,173500.0,174000.0,174700.0,175500.0,176200.0,176900.0,177600.0,178200.0,178800.0,179300.0,179900.0,180400.0,181000.0,181600.0,182400.0,183300.0,184100.0,184900.0,185600.0,186300.0,186900.0,187500.0,188000.0,188600.0,189200.0,189800.0,190600.0,191600.0,192600.0,193400.0,194200.0,194900.0,195500.0,196100.0,196600.0,197000.0,197600.0,198100.0,198800.0,199500.0,200300.0,200900.0,201500.0,202100.0,202500.0,202800.0,203100.0,203500.0,203900.0,204300.0,204800.0,205500.0,206300.0,207000.0,207500.0,208000.0,208300.0,208400.0,208500.0,208600.0,208900.0,209200.0,209700.0,210300.0,211000.0,211700.0,212400.0,212900.0,213200.0,213400.0,213600.0,213800.0,214100.0,214800.0,216000.0,217400.0,218900.0,220600.0,222500.0,224600.0,227000.0,229800.0,233000.0,236400.0,239800.0,243000.0,245800.0,248200.0,250200.0,251900.0,253500.0,255400.0,257700.0,260400.0,263400.0,266700.0,270400.0,274100.0,277500.0,280600.0,283300.0,286100.0,289100.0,292700.0,296800.0,301700.0,306900.0,312100.0,317200.0,322300.0,327700.0,333500.0,339600.0,346400.0,353600.0,360400.0,366700.0,371900.0,375700.0,378200.0,379700.0,380400.0,380800.0,381400.0,382100.0,383800.0,386600.0,389500.0,391900.0,393700.0,394400.0,394300.0,393800.0,393400.0,393100.0,392300.0,390200.0,387200.0,383300.0,378000.0,371900.0,366400.0,362000.0,358000.0,353900.0,350000.0,346800.0,344100.0,341100.0,337800.0,334300.0,330000.0,325600.0,322800.0,321300.0,320100.0,319300.0,318800.0,318800.0,319500.0,320600.0,319000.0,315600.0,312700.0,309800.0,304700.0,298900.0,294000.0,291700.0,289700.0,285000.0,280100.0,276800.0,273500.0,269200.0,267000.0,265700.0,264300.0,262700.0,261900.0,261700.0,263400.0,265400.0,265200.0,263800.0,264200.0,265900.0,267900.0,270300.0,273300.0,276800.0,280900.0,281700.0,278500.0,274900.0,273700.0,274100.0,276300.0,280000.0,283300.0,286800.0,289900.0,291500.0,291600.0,292600.0,295100.0,299700.0,304200.0,307100.0,309300.0,312200.0,315300.0,318700.0,323800,329900,335000,338100,341100,344100,347800,352400,356500,360900,366900,373300,378300,383100,387300,390700,393600,396100,398400,400100,400600,401000,400900,400200,400400,400500,400200,402100,405600,408900,411900,414600,418400,423000,427100,430100,432400,435300,438900,443000,447300,452900,458800,466700,477600,486200
8953,99417,97760,Terrebonne,OR,,Jefferson,8954,93400.0,93400.0,93400.0,93400.0,93300.0,93300.0,93200.0,93200.0,93300.0,93400.0,93500.0,93400.0,93200.0,93000.0,92800.0,92500.0,92300.0,92100.0,92000.0,91900.0,92100.0,92500.0,92900.0,93200.0,93600.0,94100.0,94700.0,95400.0,96100.0,97000.0,98100.0,99300.0,100700.0,102300.0,104000.0,105600.0,107200.0,108700.0,110300.0,111900.0,113400.0,114900.0,116400.0,118000.0,119600.0,121400.0,123000.0,124500.0,125800.0,126900.0,127900.0,128700.0,129500.0,130300.0,131000.0,131800.0,132700.0,133800.0,134800.0,135600.0,136200.0,136700.0,137200.0,137500.0,137800.0,138100.0,138500.0,139200.0,140000.0,141000.0,142100.0,143100.0,144000.0,144700.0,145300.0,145800.0,146400.0,147000.0,147700.0,149000.0,151100.0,153300.0,155000.0,156200.0,157000.0,157200.0,157200.0,157000.0,156800.0,156700.0,156500.0,155300.0,152900.0,149600.0,146400.0,144100.0,143100.0,143200.0,144000.0,145300.0,146700.0,148500.0,150900.0,154100.0,158400.0,163600.0,169500.0,176200.0,183800.0,191600.0,199600.0,208200.0,216900.0,225200.0,233000.0,239700.0,245600.0,250700.0,254900.0,259600.0,265000.0,270400.0,275800.0,281900.0,288400.0,294900.0,300600.0,305500.0,310100.0,313700.0,315600.0,317100.0,318800.0,318600.0,316200.0,312800.0,308400.0,303400.0,298100.0,292400.0,286900.0,281600.0,275600.0,271000.0,267900.0,264000.0,259100.0,255000.0,251300.0,248200.0,245500.0,242800.0,240400.0,237700.0,234400.0,231900.0,230500.0,228300.0,224400.0,219300.0,213200.0,207200.0,201400.0,196600.0,190900.0,187100.0,188300.0,183900.0,171100.0,161800.0,158300.0,154900.0,152000.0,149500.0,147700.0,146100.0,144500.0,143600.0,142900.0,142500.0,143400.0,144600.0,144900.0,145500.0,146700.0,147500.0,147600.0,148500.0,150600.0,151800.0,151800.0,153200.0,156200.0,158500.0,159800.0,161300.0,163700.0,167000.0,170300.0,173200.0,176300.0,178400.0,179100.0,181000.0,185200.0,189400.0,192500.0,195700.0,198200.0,199500.0,200800.0,201800.0,202600.0,204100.0,205300.0,206000.0,208200.0,211400.0,214200.0,216400,218400,221300,224200,225800,226200,227200,229900,233900,236700,238900,242000,245400,247900,249600,251500,254600,258200,261300,264500,268500,272400,275100,277800,280400,281500,283000,286800,292000,298100,303300,306100,308700,312300,316400,320300,325500,331700,337200,341000,343300,344800,346100,346700,348700,351900
9093,99334,97496,Winston,OR,Roseburg,Douglas,9094,74700.0,74900.0,75200.0,75400.0,75600.0,75800.0,76100.0,76400.0,76700.0,77100.0,77400.0,77700.0,77900.0,78200.0,78400.0,78500.0,78600.0,78700.0,78800.0,79000.0,79200.0,79500.0,79900.0,80100.0,80400.0,80700.0,81000.0,81200.0,81400.0,81700.0,82000.0,82300.0,82700.0,83200.0,83600.0,84000.0,84400.0,84700.0,85000.0,85200.0,85500.0,85700.0,86000.0,86300.0,86700.0,87200.0,87700.0,88200.0,88600.0,89000.0,89400.0,89700.0,90100.0,90400.0,90800.0,91200.0,91700.0,92300.0,92800.0,93300.0,93700.0,94100.0,94400.0,94500.0,94600.0,94700.0,94800.0,94900.0,95200.0,95400.0,95600.0,95900.0,96100.0,96200.0,96100.0,96000.0,95800.0,95700.0,95700.0,95600.0,95400.0,95500.0,95800.0,96300.0,96900.0,97600.0,98500.0,99600.0,100600.0,101800.0,103000.0,104300.0,105600.0,106900.0,108200.0,109400.0,110700.0,112300.0,114300.0,116400.0,118500.0,120300.0,122000.0,123600.0,124900.0,125900.0,126700.0,127500.0,128500.0,130100.0,132000.0,134400.0,136900.0,139500.0,142100.0,144900.0,147600.0,150200.0,152500.0,154500.0,156000.0,156900.0,157100.0,157300.0,157100.0,156500.0,156000.0,155600.0,155200.0,155100.0,155200.0,155700.0,156100.0,156400.0,156700.0,158000.0,159300.0,159800.0,159800.0,159900.0,159900.0,160500.0,161400.0,162300.0,161900.0,159500.0,155600.0,152900.0,151400.0,149900.0,148100.0,147000.0,145600.0,144600.0,144200.0,144400.0,143800.0,142400.0,140600.0,139800.0,138500.0,136200.0,133800.0,132200.0,131000.0,128200.0,127600.0,128100.0,127700.0,125900.0,127100.0,126300.0,125000.0,125300.0,125900.0,124800.0,123600.0,122500.0,118600.0,113500.0,111800.0,116000.0,118400.0,116500.0,113800.0,113700.0,114900.0,115400.0,115000.0,115600.0,116700.0,116500.0,116600.0,116200.0,115600.0,115400.0,115200.0,113400.0,111400.0,110300.0,110600.0,109900.0,107900.0,106600.0,106100.0,104300.0,102900.0,103800.0,106300.0,108200.0,109600.0,111100.0,113300.0,116100.0,118600.0,119600.0,119100.0,117900.0,117400.0,118300,119300,120000,120600,121100,121100,122200,124700,127100,127900,128300,129100,130400,131600,133400,134500,134700,133900,132300,130100,129800,131900,134500,135800,137200,137900,137900,138700,140900,142700,144700,147900,151700,153600,154500,156200,157900,158700,158700,159000,159300,159100,158700,159900,162100,163200
9173,99344,97523,Cave Junction,OR,Grants Pass,Josephine,9174,80900.0,80700.0,80600.0,80400.0,80100.0,79800.0,79500.0,79200.0,78900.0,78700.0,78300.0,77700.0,77100.0,76400.0,75800.0,75100.0,74500.0,74000.0,73500.0,73200.0,73100.0,73200.0,73300.0,73300.0,73500.0,73600.0,73800.0,74000.0,74400.0,74800.0,75200.0,75700.0,76300.0,77000.0,77700.0,78200.0,78500.0,78800.0,79100.0,79300.0,79500.0,79700.0,79900.0,80100.0,80400.0,80700.0,81000.0,81200.0,81300.0,81300.0,81200.0,81200.0,81100.0,81000.0,81100.0,81300.0,81600.0,82000.0,82500.0,82800.0,83100.0,83300.0,83500.0,83700.0,84000.0,84300.0,84700.0,85300.0,86100.0,87000.0,87900.0,88700.0,89400.0,90000.0,90500.0,91000.0,91400.0,92000.0,92600.0,93600.0,94700.0,95600.0,96300.0,97100.0,97600.0,97700.0,97800.0,98100.0,98700.0,99600.0,100800.0,102100.0,103500.0,105100.0,107300.0,110500.0,115100.0,121200.0,127900.0,134200.0,139500.0,143500.0,146500.0,148800.0,150700.0,152300.0,153500.0,154300.0,155000.0,155800.0,157000.0,158900.0,161800.0,165500.0,169700.0,173800.0,177700.0,181100.0,184000.0,186400.0,188600.0,190300.0,191500.0,192100.0,192100.0,191600.0,190400.0,188600.0,186600.0,184800.0,183500.0,183000.0,182900.0,182900.0,183200.0,183500.0,184000.0,184500.0,185400.0,186500.0,187500.0,188000.0,187400.0,185800.0,182800.0,178700.0,174300.0,170600.0,167900.0,165600.0,163400.0,161500.0,159900.0,158400.0,157000.0,155900.0,154800.0,153100.0,151200.0,149600.0,148200.0,147000.0,146000.0,145300.0,144900.0,144700.0,145000.0,145100.0,144700.0,144500.0,144600.0,143900.0,142700.0,141600.0,140300.0,138600.0,136400.0,134500.0,133300.0,132300.0,131700.0,131300.0,130600.0,129700.0,128900.0,128100.0,127100.0,126300.0,125300.0,124300.0,123700.0,124000.0,124500.0,125700.0,126900.0,127500.0,128100.0,129200.0,130400.0,131600.0,132800.0,134700.0,134700.0,132900.0,131800.0,131900.0,132600.0,134300.0,136100.0,136900.0,137700.0,139000.0,142100.0,146100.0,149800.0,152200.0,152900.0,152900.0,153200.0,153900,154600,154800,154700,154200,152600,149900,146800,144100,142900,142600,141800,141200,141100,141400,141100,141200,142600,144500,147000,150200,152800,155100,158000,161000,163000,164300,165200,166600,167800,169100,171600,175800,180500,184100,187000,189200,190400,192000,196800,201400,202200,199500,199000,201200,203000
9174,99389,97707,Bend,OR,Bend,Deschutes,9175,101600.0,102400.0,103100.0,103800.0,104600.0,105300.0,106200.0,107100.0,108200.0,109500.0,110700.0,111800.0,112900.0,114000.0,114900.0,115800.0,116600.0,117200.0,117900.0,118400.0,119100.0,119800.0,120600.0,121100.0,121600.0,122000.0,122500.0,122900.0,123500.0,124000.0,124600.0,125300.0,126300.0,127400.0,128500.0,129400.0,130200.0,131000.0,131700.0,132300.0,132800.0,133300.0,133800.0,134300.0,135100.0,136100.0,137000.0,137700.0,138500.0,139100.0,139700.0,140300.0,140900.0,141500.0,142100.0,142800.0,143800.0,145000.0,146300.0,147400.0,148500.0,149500.0,150400.0,151200.0,152000.0,152700.0,153500.0,154400.0,155600.0,157000.0,158400.0,159600.0,160700.0,161600.0,162400.0,163100.0,163600.0,164000.0,164500.0,165100.0,165400.0,165200.0,165000.0,164900.0,164900.0,165000.0,165200.0,165400.0,165200.0,164700.0,163800.0,162700.0,161400.0,160500.0,160400.0,161400.0,163500.0,166200.0,169400.0,173000.0,177100.0,181600.0,186500.0,191600.0,196800.0,201700.0,206300.0,210700.0,215300.0,220000.0,224800.0,230100.0,236100.0,242800.0,250200.0,258100.0,266200.0,274200.0,281300.0,287400.0,292100.0,295700.0,298900.0,302600.0,306400.0,309500.0,311200.0,311400.0,310700.0,309800.0,308600.0,307100.0,305600.0,303900.0,301800.0,300100.0,298900.0,297600.0,295700.0,293700.0,291500.0,289400.0,287300.0,285800.0,284800.0,283800.0,282100.0,278900.0,273700.0,267400.0,260900.0,254400.0,248000.0,242200.0,236600.0,231100.0,225600.0,219800.0,213100.0,206500.0,201500.0,198800.0,197700.0,197400.0,199100.0,200800.0,200600.0,198900.0,197400.0,196300.0,197000.0,197800.0,198600.0,199400.0,200200.0,199700.0,197700.0,196500.0,197300.0,197000.0,194900.0,193300.0,192200.0,190100.0,187600.0,184900.0,183300.0,183500.0,183900.0,183300.0,183100.0,184000.0,184800.0,185600.0,186700.0,188600.0,190600.0,192600.0,194000.0,194700.0,195600.0,197500.0,199500.0,203400.0,209300.0,215800.0,222100.0,228300.0,233600.0,235300.0,234000.0,233100.0,232900.0,232500.0,231900.0,231200.0,231300.0,231600.0,230400.0,229300,228900,229900,232000,234200,235900,238400,241300,244400,247200,249800,252500,255000,257900,261800,267400,273300,277000,277500,277800,277200,276400,277000,279800,283600,287800,290900,292800,294900,299100,304800,308600,310200,312200,314700,317700,321900,326500,330800,333400,334500,335100,336500,340400,348500,355300
